time,cam_time,left_eye,right_eye,g_angle,g_omega,g_direction,gratings,g_radius,g_thickness,g_width,left_eye_delta,right_eye_delta,abs_delta_left,abs_delta_right,left_eye_delta_sac_t1.40,right_eye_delta_sac_t1.50,l_sac_bool,r_sac_bool,l_agreement,r_agreement,time_bin,time_bin_s
0.0,1741.174429178238,-14.036517143249512,32.27699279785156,-2.263513803482056,30,0,5,240,240,0.2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,0,0
0.0509,1741.2547659873962,-14.304672241210938,32.22517395019531,0.0,30,0,5,240,240,0.2,-0.2681550979614258,-0.05181884765625,0.2681550979614258,0.05181884765625,0.0,0.0,False,False,False,False,0,0
0.1537,1741.334523677826,-13.97253704071045,31.838150024414062,0.0,30,0,5,240,240,0.0,0.3321352005004883,-0.38702392578125,0.3321352005004883,0.38702392578125,0.0,0.0,False,False,False,False,0,0
0.2051,1741.4144134521484,-14.161870002746582,31.5762939453125,0.0,30,0,5,240,240,0.0,-0.1893329620361328,-0.2618560791015625,0.1893329620361328,0.2618560791015625,0.0,0.0,False,False,False,False,0,0
0.306,1741.4948325157166,-13.927079200744627,31.96405029296875,0.0,30,0,5,240,240,0.0,0.2347908020019549,0.38775634765625,0.2347908020019549,0.38775634765625,0.0,0.0,False,False,False,False,0,0
0.4067,1741.5746564865112,-14.174242973327637,31.645904541015625,0.0,30,0,5,240,240,0.0,-0.2471637725830096,-0.318145751953125,0.2471637725830096,0.318145751953125,0.0,0.0,False,False,False,False,0,0
0.4568,1741.654714345932,-13.817094802856444,31.77900695800781,0.0,30,0,5,240,240,0.0,0.3571481704711932,0.13310241699218395,0.3571481704711932,0.13310241699218395,0.0,0.0,False,False,False,False,0,0
0.5576,1741.7347509860992,-14.13710880279541,31.826339721679688,0.0,30,0,5,240,240,0.0,-0.3200139999389666,0.04733276367187855,0.3200139999389666,0.04733276367187855,0.0,0.0,False,False,False,False,0,0
0.608,1741.8149099349976,-13.903128623962402,31.933120727539062,0.0,30,0,5,240,240,0.0,0.2339801788330078,0.106781005859375,0.2339801788330078,0.106781005859375,0.0,0.0,False,False,False,False,0,0
0.7091,1741.8949389457705,-13.987525939941406,31.784912109375,0.0,30,0,5,240,240,0.0,-0.0843973159790039,-0.1482086181640625,0.0843973159790039,0.1482086181640625,0.0,0.0,False,False,False,False,0,0
0.8099,1741.9748589992523,-13.981797218322754,31.82319641113281,0.0,30,0,5,240,240,0.0,0.005728721618652344,0.03828430175780895,0.005728721618652344,0.03828430175780895,0.0,0.0,False,False,False,False,0,0
0.8601,1742.0553925037384,-14.10236930847168,31.8111572265625,0.0,30,0,5,240,240,0.0,-0.12057209014892578,-0.012039184570308947,0.12057209014892578,0.012039184570308947,0.0,0.0,False,False,False,False,0,0
0.9607,1742.1354250907898,-14.163229942321776,32.21287536621094,0.0,30,0,5,240,240,0.0,-0.06086063385009588,0.4017181396484375,0.06086063385009588,0.4017181396484375,0.0,0.0,False,False,False,False,0,0
1.0112,1742.215036869049,-14.400572776794434,31.66441345214844,0.0,30,0,5,240,240,0.0,-0.23734283447265803,-0.5484619140624964,0.23734283447265803,0.5484619140624964,0.0,0.0,False,False,False,False,0,0
1.1119,1742.2957758903503,-13.98265552520752,31.37371826171875,0.0,30,0,5,240,240,0.0,0.41791725158691406,-0.29069519042969105,0.41791725158691406,0.29069519042969105,0.0,0.0,False,False,False,False,0,0
1.2127,1742.3755955696106,-13.9681978225708,32.174560546875,0.0,30,0,5,240,240,0.0,0.01445770263671875,0.80084228515625,0.01445770263671875,0.80084228515625,0.0,0.0,False,False,False,False,0,0
1.2632,1742.45556473732,-13.964680671691896,31.53768920898437,0.0,30,0,5,240,240,0.0,0.0035171508789044736,-0.6368713378906286,0.0035171508789044736,0.6368713378906286,0.0,0.0,False,False,False,False,0,0
1.3636,1742.5356488227844,-13.916269302368164,31.36068725585937,0.0,30,0,5,240,240,0.0,0.048411369323732245,-0.177001953125,0.048411369323732245,0.177001953125,0.0,0.0,False,False,False,False,0,0
1.4141,1742.6164634227753,-14.37501335144043,31.604461669921875,0.0,30,0,5,240,240,0.0,-0.4587440490722656,0.24377441406250355,0.4587440490722656,0.24377441406250355,0.0,0.0,False,False,False,False,0,0
1.5147,1742.6957108974457,-14.244242668151855,31.366867065429688,0.0,30,0,5,240,240,0.0,0.13077068328857422,-0.2375946044921875,0.13077068328857422,0.2375946044921875,0.0,0.0,False,False,False,False,0,0
1.565,1742.775348186493,-13.989302635192873,31.610748291015625,0.0,30,0,5,240,240,0.0,0.2549400329589826,0.2438812255859375,0.2549400329589826,0.2438812255859375,0.0,0.0,False,False,False,False,0,0
1.6652,1742.855945110321,-14.151843070983888,31.20526123046875,0.0,30,0,5,240,240,0.0,-0.16254043579101562,-0.405487060546875,0.16254043579101562,0.405487060546875,0.0,0.0,False,False,False,False,0,0
1.7658,1742.9359242916107,-14.20779800415039,31.33642578125,0.0,30,0,5,240,240,0.0,-0.05595493316650213,0.13116455078125,0.05595493316650213,0.13116455078125,0.0,0.0,False,False,False,False,0,0
