time,cam_time,left_eye,right_eye,g_angle,g_omega,g_direction,gratings,g_radius,g_thickness,g_width,left_eye_delta,right_eye_delta,abs_delta_left,abs_delta_right,left_eye_delta_sac_t3.30,right_eye_delta_sac_t1.20,l_sac_bool,r_sac_bool,l_agreement,r_agreement,time_bin,time_bin_s
0.0,4022.9353165626526,-16.211246490478516,22.459213256835938,0.1826906204223632,30,0,5,240,240,0.2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,0,0
0.1042,4023.0125477314,-15.958520889282228,22.666961669921875,0.0,30,0,0,240,240,0.2,0.2527256011962873,0.2077484130859375,0.2527256011962873,0.2077484130859375,0.0,0.0,False,False,False,False,0,0
0.1545,4023.092064857483,-15.958706855773926,22.573074340820312,0.0,30,0,0,240,240,0.2,-0.0001859664916974424,-0.0938873291015625,0.0001859664916974424,0.0938873291015625,0.0,0.0,False,False,False,False,0,0
0.2552,4023.173061609268,-16.1357479095459,22.503829956054688,0.0,30,0,0,240,240,0.2,-0.17704105377197266,-0.069244384765625,0.17704105377197266,0.069244384765625,0.0,0.0,False,False,False,False,0,0
0.3054,4023.252701997757,-15.582696914672852,22.63201904296875,0.0,30,0,0,240,240,0.2,0.5530509948730469,0.1281890869140625,0.5530509948730469,0.1281890869140625,0.0,0.0,False,False,False,False,0,0
0.4056,4023.332686901093,-16.451505661010742,21.96820068359375,0.0,30,0,0,240,240,0.2,-0.8688087463378906,-0.663818359375,0.8688087463378906,0.663818359375,0.0,0.0,False,False,False,False,0,0
0.4556,4023.412363052368,-16.125255584716797,22.105010986328125,0.0,30,0,0,240,240,0.2,0.3262500762939453,0.136810302734375,0.3262500762939453,0.136810302734375,0.0,0.0,False,False,False,False,0,0
0.5562,4023.4929361343375,-16.047630310058594,22.426559448242188,0.0,30,0,0,240,240,0.2,0.07762527465820312,0.3215484619140625,0.07762527465820312,0.3215484619140625,0.0,0.0,False,False,False,False,0,0
0.6568,4023.573635339737,-15.967805862426758,22.481979370117188,0.0,30,0,0,240,240,0.2,0.07982444763183594,0.055419921875,0.07982444763183594,0.055419921875,0.0,0.0,False,False,False,False,0,0
0.7072,4023.65270113945,-16.047517776489258,22.38487243652344,0.0,30,0,0,240,240,0.2,-0.0797119140625,-0.09710693359374645,0.0797119140625,0.09710693359374645,0.0,0.0,False,False,False,False,0,0
